,Season,Squad,W,D,L,GF,GA,Pts,Sh,SoT,FK,PK,Cmp,Att,Cmp%,CK,CrdY,CrdR,Fls,PKcon,OG
832,1983-1984,Stoke City,13,11,18,44,63,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
833,1983-1984,Coventry City,13,11,18,57,77,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
834,1983-1984,Birmingham City,12,12,18,39,50,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
835,1983-1984,Notts County,10,11,21,50,72,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
836,1983-1984,Wolves,6,11,25,27,80,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
837,1982-1983,Liverpool,24,10,8,87,37,82,0,0,0,0,0,0,0.0,0,0,0,0,0,0
838,1982-1983,Watford,22,5,15,74,57,71,0,0,0,0,0,0,0.0,0,0,0,0,0,0
839,1982-1983,Manchester Utd,19,13,10,56,38,70,0,0,0,0,0,0,0.0,0,0,0,0,0,0
840,1982-1983,Tottenham,20,9,13,65,50,69,0,0,0,0,0,0,0.0,0,0,0,0,0,0
841,1982-1983,Nott'ham Forest,20,9,13,62,50,69,0,0,0,0,0,0,0.0,0,0,0,0,0,0
842,1982-1983,Aston Villa,21,5,16,62,50,68,0,0,0,0,0,0,0.0,0,0,0,0,0,0
843,1982-1983,Everton,18,10,14,66,48,64,0,0,0,0,0,0,0.0,0,0,0,0,0,0
844,1982-1983,West Ham,20,4,18,68,62,64,0,0,0,0,0,0,0.0,0,0,0,0,0,0
845,1982-1983,Ipswich Town,15,13,14,64,50,58,0,0,0,0,0,0,0.0,0,0,0,0,0,0
846,1982-1983,Arsenal,16,10,16,58,56,58,0,0,0,0,0,0,0.0,0,0,0,0,0,0
847,1982-1983,West Brom,15,12,15,51,49,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
848,1982-1983,Southampton,15,12,15,54,58,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
849,1982-1983,Stoke City,16,9,17,53,64,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
850,1982-1983,Norwich City,14,12,16,52,58,54,0,0,0,0,0,0,0.0,0,0,0,0,0,0
851,1982-1983,Notts County,15,7,20,55,71,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
852,1982-1983,Sunderland,12,14,16,48,61,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
853,1982-1983,Birmingham City,12,14,16,40,55,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
854,1982-1983,Luton Town,12,13,17,65,84,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
855,1982-1983,Coventry City,13,9,20,48,59,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
856,1982-1983,Manchester City,13,8,21,47,70,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
857,1982-1983,Swansea City,10,11,21,51,69,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
858,1982-1983,Brighton,9,13,20,38,68,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
859,1981-1982,Liverpool,26,9,7,80,32,87,0,0,0,0,0,0,0.0,0,0,0,0,0,0
860,1981-1982,Ipswich Town,26,5,11,75,53,83,0,0,0,0,0,0,0.0,0,0,0,0,0,0
861,1981-1982,Manchester Utd,22,12,8,59,29,78,0,0,0,0,0,0,0.0,0,0,0,0,0,0
862,1981-1982,Tottenham,20,11,11,67,48,71,0,0,0,0,0,0,0.0,0,0,0,0,0,0
863,1981-1982,Arsenal,20,11,11,48,37,71,0,0,0,0,0,0,0.0,0,0,0,0,0,0
864,1981-1982,Swansea City,21,6,15,58,51,69,0,0,0,0,0,0,0.0,0,0,0,0,0,0
865,1981-1982,Southampton,19,9,14,72,67,66,0,0,0,0,0,0,0.0,0,0,0,0,0,0
866,1981-1982,Everton,17,13,12,56,50,64,0,0,0,0,0,0,0.0,0,0,0,0,0,0
867,1981-1982,West Ham,14,16,12,66,57,58,0,0,0,0,0,0,0.0,0,0,0,0,0,0
868,1981-1982,Manchester City,15,13,14,49,50,58,0,0,0,0,0,0,0.0,0,0,0,0,0,0
869,1981-1982,Aston Villa,15,12,15,55,53,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
870,1981-1982,Nott'ham Forest,15,12,15,42,48,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
871,1981-1982,Brighton,13,13,16,43,52,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
872,1981-1982,Coventry City,13,11,18,56,62,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
873,1981-1982,Notts County,13,8,21,61,69,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
874,1981-1982,Birmingham City,10,14,18,53,61,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
875,1981-1982,West Brom,11,11,20,46,57,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
876,1981-1982,Stoke City,12,8,22,44,63,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
877,1981-1982,Sunderland,11,11,20,38,58,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
878,1981-1982,Leeds United,10,12,20,39,61,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
879,1981-1982,Wolves,10,10,22,32,63,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
880,1981-1982,Middlesbrough,8,15,19,34,52,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
881,1980-1981,Aston Villa,26,8,8,72,40,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0
882,1980-1981,Ipswich Town,23,10,9,77,43,56,0,0,0,0,0,0,0.0,0,0,0,0,0,0
883,1980-1981,Arsenal,19,15,8,61,45,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
884,1980-1981,West Brom,20,12,10,60,42,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
885,1980-1981,Liverpool,17,17,8,62,42,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
886,1980-1981,Southampton,20,10,12,76,56,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
887,1980-1981,Nott'ham Forest,19,12,11,62,44,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
888,1980-1981,Manchester Utd,15,18,9,51,36,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
889,1980-1981,Leeds United,17,10,15,39,47,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
890,1980-1981,Tottenham,14,15,13,70,68,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
891,1980-1981,Stoke City,12,18,12,51,60,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
892,1980-1981,Manchester City,14,11,17,56,59,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
893,1980-1981,Birmingham City,13,12,17,50,61,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
894,1980-1981,Middlesbrough,16,5,21,53,61,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
895,1980-1981,Everton,13,10,19,55,58,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
896,1980-1981,Coventry City,13,10,19,48,68,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
897,1980-1981,Sunderland,14,7,21,52,53,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
898,1980-1981,Wolves,13,9,20,43,55,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
899,1980-1981,Brighton,14,7,21,54,67,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
900,1980-1981,Norwich City,13,7,22,49,73,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
901,1980-1981,Leicester City,13,6,23,40,67,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
902,1980-1981,Crystal Palace,6,7,29,47,83,19,0,0,0,0,0,0,0.0,0,0,0,0,0,0
903,1979-1980,Liverpool,25,10,7,81,30,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0
904,1979-1980,Manchester Utd,24,10,8,65,35,58,0,0,0,0,0,0,0.0,0,0,0,0,0,0
905,1979-1980,Ipswich Town,22,9,11,68,39,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
906,1979-1980,Arsenal,18,16,8,52,36,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
907,1979-1980,Nott'ham Forest,20,8,14,63,43,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
908,1979-1980,Wolves,19,9,14,58,47,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
909,1979-1980,Aston Villa,16,14,12,51,50,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
910,1979-1980,Southampton,18,9,15,65,53,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
911,1979-1980,Middlesbrough,16,12,14,50,44,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
912,1979-1980,West Brom,11,19,12,54,50,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
913,1979-1980,Leeds United,13,14,15,46,50,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
914,1979-1980,Norwich City,13,14,15,58,66,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
915,1979-1980,Crystal Palace,12,16,14,41,50,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
916,1979-1980,Tottenham,15,10,17,52,62,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
917,1979-1980,Coventry City,16,7,19,56,66,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
918,1979-1980,Brighton,11,15,16,47,57,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
919,1979-1980,Manchester City,12,13,17,43,66,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
920,1979-1980,Stoke City,13,10,19,44,58,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
921,1979-1980,Everton,9,17,16,43,51,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
922,1979-1980,Bristol City,9,13,20,37,66,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
923,1979-1980,Derby County,11,8,23,47,67,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
924,1979-1980,Bolton,5,15,22,38,73,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0
925,1978-1979,Liverpool,30,8,4,85,16,68,0,0,0,0,0,0,0.0,0,0,0,0,0,0
926,1978-1979,Nott'ham Forest,21,18,3,61,26,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0
927,1978-1979,West Brom,24,11,7,72,35,59,0,0,0,0,0,0,0.0,0,0,0,0,0,0
928,1978-1979,Everton,17,17,8,52,40,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
929,1978-1979,Leeds United,18,14,10,70,52,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
930,1978-1979,Ipswich Town,20,9,13,63,49,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
931,1978-1979,Arsenal,17,14,11,61,48,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
932,1978-1979,Aston Villa,15,16,11,59,49,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
933,1978-1979,Manchester Utd,15,15,12,60,63,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
934,1978-1979,Coventry City,14,16,12,58,68,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
935,1978-1979,Tottenham,13,15,14,48,61,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
936,1978-1979,Middlesbrough,15,10,17,57,50,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
937,1978-1979,Bristol City,15,10,17,47,51,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
938,1978-1979,Southampton,12,16,14,47,53,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
939,1978-1979,Manchester City,13,13,16,58,56,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
940,1978-1979,Norwich City,7,23,12,51,57,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
941,1978-1979,Bolton,12,11,19,54,75,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
942,1978-1979,Wolves,13,8,21,44,68,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
943,1978-1979,Derby County,10,11,21,44,71,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
944,1978-1979,QPR,6,13,23,45,73,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0
945,1978-1979,Birmingham City,6,10,26,37,64,22,0,0,0,0,0,0,0.0,0,0,0,0,0,0
946,1978-1979,Chelsea,5,10,27,44,92,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0
947,1977-1978,Nott'ham Forest,25,14,3,69,24,64,0,0,0,0,0,0,0.0,0,0,0,0,0,0
948,1977-1978,Liverpool,24,9,9,65,34,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
949,1977-1978,Everton,22,11,9,76,45,55,0,0,0,0,0,0,0.0,0,0,0,0,0,0
950,1977-1978,Manchester City,20,12,10,74,51,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
951,1977-1978,Arsenal,21,10,11,60,37,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
952,1977-1978,West Brom,18,14,10,62,53,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
953,1977-1978,Coventry City,18,12,12,75,62,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
954,1977-1978,Aston Villa,18,10,14,57,42,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
955,1977-1978,Leeds United,18,10,14,63,53,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
956,1977-1978,Manchester Utd,16,10,16,67,63,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
957,1977-1978,Birmingham City,16,9,17,55,60,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
958,1977-1978,Derby County,14,13,15,54,59,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
959,1977-1978,Norwich City,11,18,13,52,66,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
960,1977-1978,Middlesbrough,12,15,15,42,54,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
961,1977-1978,Wolves,12,12,18,51,64,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
962,1977-1978,Chelsea,11,14,17,46,69,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
963,1977-1978,Bristol City,11,13,18,49,53,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
964,1977-1978,Ipswich Town,11,13,18,47,61,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
965,1977-1978,QPR,9,15,18,47,64,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
966,1977-1978,West Ham,12,8,22,52,69,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
967,1977-1978,Newcastle Utd,6,10,26,42,78,22,0,0,0,0,0,0,0.0,0,0,0,0,0,0
968,1977-1978,Leicester City,5,12,25,26,70,22,0,0,0,0,0,0,0.0,0,0,0,0,0,0
969,1976-1977,Liverpool,23,11,8,62,33,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
970,1976-1977,Manchester City,21,14,7,60,34,56,0,0,0,0,0,0,0.0,0,0,0,0,0,0
971,1976-1977,Ipswich Town,22,8,12,66,39,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
972,1976-1977,Aston Villa,22,7,13,76,50,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
973,1976-1977,Newcastle Utd,18,13,11,64,49,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
974,1976-1977,Manchester Utd,18,11,13,71,62,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
975,1976-1977,West Brom,16,13,13,62,56,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
976,1976-1977,Arsenal,16,11,15,64,59,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
977,1976-1977,Everton,14,14,14,62,64,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
978,1976-1977,Leeds United,15,12,15,48,51,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
979,1976-1977,Leicester City,12,18,12,47,60,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
980,1976-1977,Middlesbrough,14,13,15,40,45,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
981,1976-1977,Birmingham City,13,12,17,63,61,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
982,1976-1977,QPR,13,12,17,47,52,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
983,1976-1977,Derby County,9,19,14,50,55,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
984,1976-1977,Norwich City,14,9,19,47,64,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
985,1976-1977,West Ham,11,14,17,46,65,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
986,1976-1977,Bristol City,11,13,18,38,48,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
987,1976-1977,Coventry City,10,15,17,48,59,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
988,1976-1977,Sunderland,11,12,19,46,54,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
989,1976-1977,Stoke City,10,14,18,28,51,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
990,1976-1977,Tottenham,12,9,21,48,72,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
991,1975-1976,Liverpool,23,14,5,66,31,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0
992,1975-1976,QPR,24,11,7,67,33,59,0,0,0,0,0,0,0.0,0,0,0,0,0,0
993,1975-1976,Manchester Utd,23,10,9,68,42,56,0,0,0,0,0,0,0.0,0,0,0,0,0,0
994,1975-1976,Derby County,21,11,10,75,58,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
995,1975-1976,Leeds United,21,9,12,65,46,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
996,1975-1976,Ipswich Town,16,14,12,54,48,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
997,1975-1976,Leicester City,13,19,10,48,51,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
998,1975-1976,Manchester City,16,11,15,64,46,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
999,1975-1976,Tottenham,14,15,13,63,63,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1000,1975-1976,Norwich City,16,10,16,58,58,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1001,1975-1976,Everton,15,12,15,60,66,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1002,1975-1976,Stoke City,15,11,16,48,50,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1003,1975-1976,Middlesbrough,15,10,17,46,45,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1004,1975-1976,Coventry City,13,14,15,47,57,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1005,1975-1976,Newcastle Utd,15,9,18,71,62,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1006,1975-1976,Aston Villa,11,17,14,51,59,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1007,1975-1976,Arsenal,13,10,19,47,53,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1008,1975-1976,West Ham,13,10,19,48,71,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1009,1975-1976,Birmingham City,13,7,22,57,75,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1010,1975-1976,Wolves,10,10,22,51,68,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1011,1975-1976,Burnley,9,10,23,43,66,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1012,1975-1976,Sheffield Utd,6,10,26,33,82,22,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1013,1974-1975,Derby County,21,11,10,67,49,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1014,1974-1975,Liverpool,20,11,11,60,39,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1015,1974-1975,Ipswich Town,23,5,14,66,44,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1016,1974-1975,Everton,16,18,8,56,42,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1017,1974-1975,Stoke City,17,15,10,64,48,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1018,1974-1975,Sheffield Utd,18,13,11,58,51,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1019,1974-1975,Middlesbrough,18,12,12,54,40,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1020,1974-1975,Manchester City,18,10,14,54,54,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1021,1974-1975,Leeds United,16,13,13,57,49,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1022,1974-1975,Burnley,17,11,14,68,67,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1023,1974-1975,QPR,16,10,16,54,54,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1024,1974-1975,Wolves,14,11,17,57,54,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1025,1974-1975,West Ham,13,13,16,58,59,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1026,1974-1975,Coventry City,12,15,15,51,62,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1027,1974-1975,Newcastle Utd,15,9,18,59,72,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1028,1974-1975,Arsenal,13,11,18,47,49,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1029,1974-1975,Birmingham City,14,9,19,53,61,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1030,1974-1975,Leicester City,12,12,18,46,60,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1031,1974-1975,Tottenham,13,8,21,52,63,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1032,1974-1975,Luton Town,11,11,20,47,65,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1033,1974-1975,Chelsea,9,15,18,42,72,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1034,1974-1975,Carlisle United,12,5,25,43,59,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1035,1973-1974,Leeds United,24,14,4,66,31,62,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1036,1973-1974,Liverpool,22,13,7,52,31,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1037,1973-1974,Derby County,17,14,11,52,42,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1038,1973-1974,Ipswich Town,18,11,13,67,58,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1039,1973-1974,Stoke City,15,16,11,54,42,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1040,1973-1974,Burnley,16,14,12,56,53,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1041,1973-1974,Everton,16,12,14,50,48,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1042,1973-1974,QPR,13,17,12,56,52,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1043,1973-1974,Leicester City,13,16,13,51,41,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1044,1973-1974,Arsenal,14,14,14,49,51,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1045,1973-1974,Tottenham,14,14,14,45,50,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1046,1973-1974,Wolves,13,15,14,49,49,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1047,1973-1974,Sheffield Utd,14,12,16,44,49,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1048,1973-1974,Manchester City,14,12,16,39,46,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1049,1973-1974,Newcastle Utd,13,12,17,49,48,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1050,1973-1974,Coventry City,14,10,18,43,54,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1051,1973-1974,Chelsea,12,13,17,56,60,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1052,1973-1974,West Ham,11,15,16,55,60,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1053,1973-1974,Birmingham City,12,13,17,52,64,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1054,1973-1974,Southampton,11,14,17,47,68,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1055,1973-1974,Manchester Utd,10,12,20,38,48,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1056,1973-1974,Norwich City,7,15,20,37,62,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1057,1972-1973,Liverpool,25,10,7,72,42,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1058,1972-1973,Arsenal,23,11,8,57,43,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1059,1972-1973,Leeds United,21,11,10,71,45,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1060,1972-1973,Ipswich Town,17,14,11,55,45,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1061,1972-1973,Wolves,18,11,13,66,54,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1062,1972-1973,West Ham,17,12,13,67,53,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1063,1972-1973,Derby County,19,8,15,56,54,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1064,1972-1973,Tottenham,16,13,13,58,48,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1065,1972-1973,Newcastle Utd,16,13,13,60,51,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1066,1972-1973,Birmingham City,15,12,15,53,54,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1067,1972-1973,Manchester City,15,11,16,57,60,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1068,1972-1973,Chelsea,13,14,15,49,51,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1069,1972-1973,Southampton,11,18,13,47,52,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1070,1972-1973,Sheffield Utd,15,10,17,51,59,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1071,1972-1973,Stoke City,14,10,18,61,56,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1072,1972-1973,Leicester City,10,17,15,40,46,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1073,1972-1973,Everton,13,11,18,41,49,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1074,1972-1973,Manchester Utd,12,13,17,44,60,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1075,1972-1973,Coventry City,13,9,20,40,55,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1076,1972-1973,Norwich City,11,10,21,36,63,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1077,1972-1973,Crystal Palace,9,12,21,41,58,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1078,1972-1973,West Brom,9,10,23,38,62,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1079,1971-1972,Derby County,24,10,8,69,33,58,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1080,1971-1972,Leeds United,24,9,9,73,31,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1081,1971-1972,Liverpool,24,9,9,64,30,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1082,1971-1972,Manchester City,23,11,8,77,45,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1083,1971-1972,Arsenal,22,8,12,58,40,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1084,1971-1972,Tottenham,19,13,10,63,42,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1085,1971-1972,Chelsea,18,12,12,58,49,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1086,1971-1972,Manchester Utd,19,10,13,69,61,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
